67.35,44.93
67.81,46.67
68.67,43.33
68.28,44.21
67.14,43.86
66.65,44.5
66.04,44.15
66.52,42.21
65.49,39.71
64.71,40.56
64.55,39.61
65.18,37.01
63.95,38.01
64.40,35.91
66.02,34.62
67.14,32.33
66.06,38.24
66.26,40.01
67.11,41.39
67.71,40.93
69.25,35.17
69.29,33.56
69.4,33.51
69.63,31.96
69.57,32.87
69.73,33.11
69.95,31.94
69.76,32.1
69.83,31.78
69.70,31.68
69.65,31.83
69.82,30.5
70.17,28.58
70.06,29.92
70.35,31.15
71.09,28.21,gamvik
71.10,27.62
70.39,26.58
70.97,26.65
70.12,24.97,lemmijoki
71.16,25.73
71.17,25.57,skarsvag(Väliin)
71.11,24.72
70.75,23.68
70.21,23.22
69.98,23.44
69.96,23.17,alta
70.20,22.92
70.37,21.72
70.22,21.19
69.77,22.09
70.23,20.57
69.44,20.3
69.97,20.27
69.60,19.77
70.00,19.8
69.66,18.88,tromssa
69.22,19.5
69.55,18.82
69.60,17.49
69.07,16.81
69.16,17.82
68.66,16.64
69.31,16.09
68.68,14.4
68.43,14.79
67.85,12.81
68.40,16.09
67.81,14.78
66.21,12.87
66.32,14.13
65.99,12.44
65.62,12.36
65.43,12.62
65.57,12.28
64.95,11.6
64.98,11.08
64.86,10.73
64.81,11.69
64.40,10.46
63.76,9.6
63.49,10.05
63.88,11.31
63.79,11.43
63.35,10.04
63.63,9.68
63.66,8.78
63.40,7.79
62.94,8.41
63.13,7.63
62.80,6.79
62.74,8.07
62.58,6.08
61.93,5.02
61.87,6.73
61.78,5.0
61.16,5.02
61.17,7.39
61.03,5.02
60.20,5.28
60.47,6.81
59.89,5.1
59.14,5.21
59.40,6.03
58.95,5.96
59.10,5.62
58.66,5.54
58.11,6.56
58.0,7.68
58.26,8.52
59.26,10.49
59.89,10.71
59.20,10.78
56.43,12.87
56.30,12.46
55.45,12.96
55.38,14.19
56.16,14.68
56.09,15.86
57.47,16.71
58.50,16.95
59.34,18.74,tukh edusta itään
59.43,18.34
59.88,19.10
60.59,17.96
60.77,17.36
61.72,17.12
62.39,17.34
63.69,20.38
64.44,21.62
64.81,21.16, skellef
65.57,22.13, luul
65.79,23.23
65.75,24.46, kemi
65.00,25.39, oulu
64.87,24.69
62.81,21.14
61.56,21.69
61.64,21.47, tahkoluoto
61.34,21.57
60.54,21.37
60.43,22.21, turku
60.35,22.1
60.42,22.5, piikkio
60.36,22.44
60.39,22.62, paimio
60.22,22.52
60.37,23.09,salo
60.17,22.87
60.06,23.23
59.92,23.21
59.83,22.92,hanko
59.85,23.25
59.89,23.23
60.08,24.37
59.97,24.4
60.12,24.68
60.7,28,.2,viipuri
59.93,30.18, pietari
59.96,29.04
59.44,28.02, narva
59.62,26.05
59.21,23.49
58.34,23.75
58.35,24.52,pärnu
57.22,24.38
56.98,23.6
57.75,22.59
57.58,21.73
56.84,21.08
54.95,21.22
54.93,19.95
54.67,20.33
54.39,18.66, gdanksk
54.82,18.34
53.96,14.27
54.44,13.01
53.96,10.91,lubeck
54.39,11.12
54.49,10.12
54.86,9.56,flensburg
55.47,9.67
54.96,10.62
55.57,10.7
55.60,9.85
56.28,10.38, arhus
56.22,10.76
56.51,10.87
56.62,10.35
57.75,10.65, skagen
57.12,8.59
56.53,8.12
55.56,8.08
55.44,8.61
53.91,8.66, elben suu
53.32,5.65
53.10,5.38
52.61,5.59
52.35,4.98, amstr
52.94,5.03
52.96,4.72
52.28,4.46
51.10,2.6
50.87,1.58
50.19,1.5
49.7,0.18
49.3,-0.1
49.69,-1.27
49.72,-1.94
48.66,-1.42
48.87,-3.11
48.54,-4.75, brest
48.02,-4.71
47.47,-2.79
47.37,-2.57
46.29,-1.25, la rochelle
45.65,-1.18
45.41,-.74
44.99,-.6
45.36,-.8
45.54,-1.13
43.65,-1.45
43.39,-1.79
43.51,-3.59
43.79,-7.85
43.15,-9.2
42.13,-8.9
41.01,-8.65
39.52,-9.15
39.35,-9.37
38.7,-9.49,cascais
38.69,-9.24,lissabon
38.42,-9.19
38.55,-8.76
36.99,-8.95, sagres
37.11,-8.54
36.96,-7.91, faro
37.16,-7.49
37.18,-6.94
36.8,-6.4
36.18,-5.99
36.00,-5.62
36.12,-5.35, gibr
36.41,-5.17
36.49,-4.68
36.72,-4.4
36.73,-2.17
37.49,-1.48
37.55,-0.91
38.30,-.51
38.8,0.2
38.95,-.12
39.5,-.32, valencia
41.05,1.04
41.45,2.26, barc
41.96,3.23
43.00,3.07
43.53,4.11
43.05,6.13
44.41,8.8, genova
43.84,10.25
42.97,10.49
41.22,13.06
41.23,13.64
40.78,14,03
40.59,14.86
40.00,15.4
38.9,16.2
38.23,15.62
37.97,15.62
37.93,16.11
39.40,17.17
39.78,16.5
40.49,17.12
39.80,18.38
40.10,18.55
41.59,15.9,foggia
41.86,16.22
41.95,15.15
42.58,14.15
43.60,13.59
44.23,12.40
45.40,12.29, venetsia
45.66,13.76,trieste
45.51,13.51
44.77,13.91, pula
45.34,14.35
44.97,14.91
44.70,14.89, rab
44.28,15.53
44.70,14.74
43.65,15.94
43.50,15.94
43.39,16.89
42.83,17.74
43.05,17
42.63,18.15, dubr etpuolella
42.27,18.78
42.27,18.88
41.84,19.38, velipoje
41.78,19.62
40.41,19.3
38.88,20.78
38.3,21.17
38.16,23.22
38.06,22.87
38.34,21.95
37.85,21.11
37.31,21.69
37.17,21.57
36.72,21.88
37.02,22.13,kalamata
36.39,22.48
36.78,22.57,gyth..
36.80,22.78
36.42,23.12
36.77,23.11
37.56,22.72
37.58,22.78
37.30,23.21
37.45,23.53
37.91,23.02,korintti ep
38.03,23.58, ateena
37.66,24.04
38.21,24.08
38.84,22.57
39.17,23.34
40.44,22.61
40.50,22.83
40.22,23.29
40.42,23.85
40.63,26.8
39.49,26.07
39.56,26.95
38.44,27.09
38.65,26.38
