38.27,26.26, cesme
37.94,27.28
36.97,27.28,bodrum
36.23,30.40
36.86,30.67, antalya
36.53,31.99,alanya
36.01,32.76
36.79,34.77,mersin
36.32,35.79,#70.46,59.07,70.22,59.33,68.4,59.11,68.98,59.25,68.21,53.22,68.98,54.6267.59,47.88,66.92,47.55,66.87,45.88
34.56,35.97
34.31,35.66
32.83,34.96, haifa
31.89,34.66
31.1,33.29
31.62,30.94
30.84,29.09
33,21.74
31.9,19.93
31.1,20,16
30.33,18.93
32.44,15.08
33.98,10.09
35.22,11.15
37.3,9.94
36.51,1.05
35.1,-1.96
35.31,-4.9
35.9,-5.4
35.7,-5.94
34.12,-6.78
33.12,-8.63
32.56,-9.3
31.1,-9.82
31.1,46
37.5,46
42,46
46.5,46
51,46
56,46
60,46
64,46
draw,green,polygon
